"bobw","best of both worlds"
"boffum","both of them"
"bofh","bastard operator from hell"
"bogo","buy one get one"
"bogof","buy one get one free"
"bogsatt","bunch of guys sitting around the table"
"bohic","bend over here it comes"
"bohica","bend over, here it comes again"
"boi","boy"
"bol","barking out loud"
"bonr","boner"
"boomm","bored out of my mind"
"bord","bored"
"bos","boss over shoulder"
"botoh","but on the other hand"
"bout","about"
"bovered","bothered"
"bowt","about"
"boxor","box"
"bpot","big pair of tits"
"br","bathroom"
"brb","be right back"
"brbbrb","be right back bath room break"
"brbf","be right back fucker"
"brbg2p","be right back got to pee"
"brbigtp","be right back I got to pee"
"brbl","be right back later"
"brbmf","be right back mother fucker"
"brbn2gbr","be right back I need to go to the bathroom"
"brbs","be right back soon"
"brbts","be right back taking shit"
"brd","bored"
"brfb","be right fucking back"
"brgds","best regards"
"brh","be right here"
"bro","brother"
"bros","brothers"
"broseph","brother"
"brover","brother"
"brt","be right there"
"bruh","brother"
"bruhh","brother"
"bruv","brother"
"bruva","brother"
"bruz","brothers"
"bs","bullshit"
"bsmfh","bastard system manager from hell"
"bsod","blue screen of death"
"bsomn","blowing stuff out my nose"
"bstfu","bitch shut the fuck up"
"bstrd","bastard"
"bsx","bisexual"
"bsxc","be sexy"
"bt","bit torrent"
"btb","by the by"
"btch","bitch"
"btcn","better than Chuck Norris"
"btd","bored to death"
"btdt","been there done that"
"btdtgtts","been there, done that, got the t-shirt"
"btfl","beautiful"
"btfo","back the fuck off"
"btfw","by the fucking way"
"btias","be there in a second"
"btm","bottom"
"btr","better"
"bts","be there soon"
"btsoom","beats the shit out of me"
"bttt","been there, tried that"
"bttyl","be talking to you later"
"btw","by the way"
"btwilu","by the way I love you"
"btwitiailwu","by the way I think I am in love with you"
"btwn","between"
"bty","back to you"
"bubar","bushed up beyond all recognition"
"bubi","bye"
"budzecks","butt sex"
"buhbi","bye bye"
"bukket","bucket"
"bur","pussy"
"burma","be undressed ready my angel"
"buszay","busy"
"but6","butt sex"
"butsecks","butt sex"
"butterface","every thing is hot but her face"
"buwu","breaking up with you"
"bw3","buffalo wild wings"
"bwim","by which I mean"
"bwoc","big woman on campus"
"bwpwap","back when Pluto was a planet"
"bwt","but when though"
"byak","blowing you a kiss"
"byeas","goodbye"
"byes","bye bye"
"bykt","but you knew that"
"byob","bring your own beer"
"byoc","bring our own computer"
"byself","by myself"
"bytabm","beat you to a bloody mess"
"bytch","bitch"
"bz","busy"
"bzns","business"
"bzy","busy"
"bzzy","busy"
"c","see"
"c 2 c","cam to cam (webcams)"
"c-p","sleepy"
"c.y.a","cover your ass"
"c'mon","come on"
"c@","cat"
"c/b","comment back"
"c/t","can't talk"
"c&c","command and conquer"
"c|n>k","coffee through nose into keyboard"
"c2","come to"
"c2c","care to chat?"
"c2tc","cut to the chase"
"c4ashg","care for a shag"
"cam","camera"
"cancer stick","cigarette"
"catwot","complete and total waste of time"
"cawk","cock"
"cayc","call at your convenience"
"cb","come back"
"cba","can't be arsed"
"cbb","can't be bothered"
"cbf","cant be fucked"
"cbfa","can't be fucking arsed"
"cbfed","can't be fucked"
"cbi","can't believe it"
"ccl","couldn't care less"
"ccna","Cisco certified network associate"
"celly","cell phone"
"cex","sex"
"cexy","sexy"
"cfas","care for a secret?"
"cfid","check for identification"
"cfm","come fuck me"
"cg","congratulations"
"cgad","couldn't give a damn"
"cgaf","couldn't give a fuck"
"cgf","cute guy friend"
"ch@","chat"
"char","character"
"cheezburger","cheeseburger"
"chik","chick"
"chilax","chill and relax in one word"
"chillin","relaxing"
"chk","check"
"chr","character"
"chronic","marijuana"
"chswm","come have sex with me"
"chswmrn","come have sex with me right now"
"chu","you"
"chut","pussy"
"cid","consider it done"
"cig","cigarette"
"cigs","cigarettes"
"cihswu","can I have sex with you"
"cihyn","can I have your number"
"cilf","child I'd like to fuck"
"cing","seeing"
"cis","computer information science"
"ciwwaf","cute is what we aim for"
"cless","clanless"
"clm","cool like me"
"clt","cool like that"
"cluebie","clueless newbie"
"cm","call me"
"cma","cover my ass"
"cmao","crying my ass off"
"cmar","cry me a river"
"cmb","comment me back"
"cmbo","combo"
"cmcp","call my cell phone"
"cmeo","crying my eyes out"
"cmh","call my house"
"cmiiw","correct me if I'm wrong"
"cmitm","call me in the morning"
"cml","call me later"
"cml8r","call me later"
"cmliuw2","call me later if you want to"
"cmomc","call me on my cell"
"cmon","come on"
"cmplcdd","complicated"
"cmplte","complete"
"cmptr","computer"
"cms","content management system"
"cmt","comment"
"cmw","cutting my wrists"
"cn","can"
"cnc","command and conquer"
"cnt","can't"
"cob","close of business"
"cod","call of duty"
"cod4","call of duty 4"
"cod5","call of duty 5"
"cof","crying on the floor"
"coiwta","come on I wont tell anyone"
"col","crying out loud"
"comin'","coming"
"comnt","comment"
"comp","computer"
"compy","computer"
"congrats","congratulations"
"contrib","contribution"
"contribs","contributions"
"convo","conversation"
"coo","cool"
"cood","could"
"copyvio","copyright violation"
"cos","because"
"cotf","crying on the floor"
"cotm","check out this Myspace"
"cowboy choker","cigarette"
"coz","because"
"cp","child porn"
"cpl","cyber athlete professional league"
"cpm","cost per 1000 impressions"
"cptn","captain"
"cpy","copy"
"cr","can't remember"
"cr8","crate"
"crakalakin","happening"
"crazn","crazy Asian"
"cre8or","creator"
"crm","customer relationship management"
"crp","crap"
"crs","can't remember shit"
"crunk","combination of crazy and drunk"
"crzy","crazy"
"cs","counter-strike"
"cs:s","counter-strike: source"
"csi","crime scene investigation"
"cskr","cock sucker"
"csl","can't stop laughing"
"ct","can't talk"
"ctc","call the cell"
"ctf","capture the flag"
"ctfd","calm the fuck down"
"ctfo","chill the fuck out"
"ctfu","cracking the fuck up"
"ctm","chuckle to myself"
"ctn","can't talk now"
"ctnbos","can't talk now boss over shoulder"
"ctncl","can't talk now call later"
"ctpc","can't talk parent coming"
"ctpos","can't talk parent over shoulder"
"ctrl","control"
"ctrn","can't talk right now"
"cts","change the subject"
"ctt","change the topic"
"cu","goodbye"
"cu2nit","see you tonight"
"cu46","see you for sex"
"cubi","can you believe it"
"cud","could"
"cuic","see you in class"
"cul","see you later"
"cul83r","see you later"
"cul8er","see you later"
"cul8r","see you later"
"cul8tr","see you later"
"culd","could"
"cunt","vagina"
"cuom","see you on Monday"
"cuple","couple"
"curn","calling you right now"
"cut3","cute"
"cuwul","catch up with you later"
"cuz","because"
"cuzz","because"
"cvq","chucking very quietly"
"cw2cu","can't wait to see you"
"cwm","come with me"
"cwmaos","coffee with milk and one sugar"
"cwot","complete waste of time"
"cwtgypo","can't wait to get your panties off"
"cwyl","chat with ya later"
"cya","goodbye"
"cyal","see you later"
"cyal8r","see you later"
"cyas","see you soon"
"cyb","cyber"
"cybl","call you back later"
"cybr","cyber"
"cybseckz","cyber sex"
"cye","close your eyes"
"cyff","change your font, fucker"
"cyl","see you later"
"cyl,a","see ya later, alligator"
"cyl8","see you later"
"cyl8er","see you later"
"cylbd","catch ya later baby doll"
"cylor","check your local orthodox rabbi"
"cym","check your mail"
"cyt","see you tomorrow"
"cyu","see you"
"d.t.f","down to fuck"
"d.w","don't worry"
"d/c","disconnected"
"d/l","download"
"d/m","doesn't matter"
"d/w","don't worry"
"d&c","divide and conquer"
"d&df","drug & disease free"
"d00d","dude"
"d1ck","dick"
"d2","diablo 2"
"d2m","dead to me"
"d2t","drink to that"
"d3","Diablo 3"
"d8","date"
"da","the"
"da2","dragon age 2"
"dadt","don't ask. don't tell."
"dafs","do a fucking search"
"dah","dumb as hell"
"daii","day"
"damhik","don't ask me how I know"
"damhikijk","don't ask me how I know, I just know"
"damhikt","don't ask me how I know this"
"dass","dumb ass"
"dat","that"
"dats","that's"
"dawg","friend"
"dayum","damn"
"dayumm","damn"
"db","database"
"db4l","drinking buddy for life"
"dbab","don't be a bitch"
"dbafwtt","don't be a fool wrap the tool"
"dbag","douchebag"
"dbeyr","don't believe everything you read"
"dbg","don't be gay"
"dbh","don't be hating"
"dbi","don't beg it"
"dbm","don't bother me"
"dbz","Dragonball Z"
"dc","don't care"
"dc'd","disconnected"
"dctnry","dictionary"
"dcw","doing class work"
"dd","don't die"
"ddf","drug and disease free"
"ddg","drop dead gorgeous"
"ddl","direct download"
"ddos","distributed denial of service"
"ddr","dance dance revolution"
"deets","details"
"deez","these"
"def","definitely"
"defs","definitely"
"degmt","don't even give me that"
"dem","them"
"der","there"
"dernoe","I don't know"
"detai","don't even think about it"
"dewd","dude"
"dey","they"
"df","dumb fuck"
"dfc","don't fucking care"
"dfo","dumb fucking operator"
"dftba","don't forget to be awesome"
"dftc","down for the count"
"dfu","don't fuck up"
"dfw","down for whatever"
"dfw/m","don't fuck with me"
"dfwm","don't fuck with me"
"dfwmt","don't fucking waste my time"
"dg","don't go"
"dga","don't go anywhere"
"dgac","don't give a crap"
"dgaf","don't give a fuck"
"dgara","don't give a rats ass"
"dgas","don't give a shit"
"dgms","don't get me started"
"dgoai","don't go on about it"
"dgt","don't go there"
"dgypiab","don't get your panties in a bunch"
"dh","dickhead"
"dhac","don't have a clue"
"dhly","does he like you"
"dhv","demonstration of higher value"
"diacf","die in a car fire"
"diaf","die in a fire"
"diah","die in a hole"
"dic","do I care"
"dick","penis"
"diez","dies"
"diff","difference"
"dih","dick in hand"
"dikhed","dickhead"
"diku","do I know you"
"diky","do I know you"
"dil","daughter in law"
"dilf","dad I'd like to fuck"
"dillic","do I look like I care"
"dillifc","do I look like I fucking care"
"dilligad","do I look like I give a damn"
"dilligaf","do I look like I give a fuck"
"dilligas","do I look like I give a shit"
"din","didn't"
"din't","didn't"
"dirl","die in real life"
"dis","this"
"dit","details in thread"
"diy","do it yourself"
"dju","did you"
"dk","don't know"
"dkdc","don't know, don't care"
"dl","download"
"dlf","dropping like flies"
"dlibu","don't let it bother you"
"dln","don't look now"
"dm","deathmatch"
"dmaf","do me a favor"
"dmba*","dumbass"
"dmi","don't mention it"
"dmn","damn"
"dmu","don't mess up"
"dmwm","don't mess with me"
"dmy","don't mess yourself"
"dn","don't know"
"dnd","do not disturb"
"dndp","do not double post"
"dnimb","dancing naked in my bra"
"dno","don't know"
"dnrta","did not read the article"
"dnrtfa","did not read the fucking article"
"dns","domain name system"
"dnt","don't"
"dnw","do not want"
"doa","dead on arrival"
"dob","date of birth"
"dod","day of defeat"
"dogg","friend"
"doin","doing"
"doin'","doing"
"don","denial of normal"
"doncha","don't you"
"donno","don't know"
"dont","don't"
"dontcha","don't you"
"dood","dude"
"doodz","dudes"
"dos","denial of service"
"dotc","dancing on the ceiling"
"doypov","depends on your point of view"
"dp","display picture"
"dpmo","don't piss me off"
"dprsd","depressed"
"dqmot","don't quote me on this"
"dqydj","don't quit your day job"
"dr00d","druid"
"drc","don't really care"
"drm","dream"
"drood","druid"
"dsided","decided"
"dsu","don't screw up"
"dt","double team"
"dta","don't trust anyone"
"dtb","don't text back"
"dth","down to hang"
"dtl","damn the luck"
"dtp","don't type please"
"dtrt","do the right thing"
"dts","don't think so"
"dttm","don't talk to me"
"dttml","don't talk to me loser"
"dttpou","don't tell the police on us"
"dttriaa","don't tell the RIAA"
"du2h","damn you to hell"
"ducy","do you see why"
"dugi","do you get it?"
"dugt","did you get that?"
"duk","did you know"
"dulm","do you like me"
"dum","dumb"
"dun","don't"
"dunna","don't know"
"dunno","don't know"
"duno","don't know"
"dupe","duplicate"
"dutma","don't you text me again"
"dvda","double vaginal, double anal"
"dw","don't worry"
"dwai","don't worry about it"
"dwb","driving while black"
"dwbh","don't worry, be happy"
"dwbi","don't worry about it"
"dwi","deal with it"
"dwioyot","deal with it on your own time"
"dwmt","don't waste my time"
"dwn","down"
"dwt","don't wanna talk"
"dwy","don't wet yourself"
"dy2h","damn you to hell"
"dya","do you"
"dyac","damn you auto correct"
"dycotfc","do you cyber on the first chat"
"dyec","don't you ever care"
"dygtp","did you get the picture"
"dyk","did you know"
"dylh","do you like him"
"dylm","do you love me"
"dylos","do you like oral sex"
"dym","do you mind"
"dynk","do you not know"
"dynm","do you know me"
"dyt","don't you think"
"dyth","damn you to hell"
"dyw","don't you worry"
"dyw2gwm","do you want to go with me"
"dywtmusw","do you want to meet up some where"
"e-ok","electronically ok"
"e.g.","example"
"e4u2s","easy for you to say"
"ead","eat a dick"
"ebitda","earnings before interest, taxes, depreciation and amortization"
"ecf","error carried forward"
"edumacation","education"
"eedyat","idiot"
"eejit","idiot"
"ef","fuck"
"ef-ing","fucking"
"efct","effect"
"efffl","extra friendly friends for life"
"effin","fucking"
"effing","fucking"
"eg","evil grin"
"ehlp","help"
"eil","explode into laughter"
"el!t","elite"
"eleo","extremely low earth orbit"
"ello","hello"
"elo","hello"
"em","them"
"emm","email me"
"emo","emotional"
"emp","eat my pussy"
"enat","every now and then"
"enit","isn't it"
"enof","enough"
"enuf","enough"
"enuff","enough"
"eob","end of business"
"eoc","end of conversation"
"eod","end of day"
"eof","end of file"
"eom","end of message"
"eos","end of story"
"eot","end of transmission"
"eotw","end of the world"
"epa","emergency parent alert"
"eq","Everquest"
"eq2","Everquest II"
"ere","here"
"errythin","everything"
"esad","eat shit and die"
"esadyffb","eat shit and die you fat fucking bastard"
"esbm","everyone sucks but me"
"esc","escape"
"esl","eat shit loser"
"eta","estimated time of arrival"
"etla","extended three letter acronym"
"etmda","explain it to my dumb ass"
"etp","eager to please"
"eula","end user license agreement"
"ev1","everyone"
"eva","ever"
"evaa","ever"
"evar","ever"
"evercrack","Everquest"
"every1","everyone"
"evn","even"
"evr","ever"
"evry","every"
"evry1","every one"
"evrytin","everything"
"ex-bf","ex-boy friend"
"ex-gf","ex-girl friend"
"exp","experience"
"ey","hey"
"eyez","eyes"
"ez","easy"
"ezi","easy"
"f u","fuck you"
"f-ing","fucking"
"f.b.","Facebook"
"f.m.l.","fuck my life"
"f.u.","fuck you"
"f'n","fucking"
"f@","fat"
"f/o","fuck off"
"f&e","forever and ever"
"f#cking","fucking"
"f00k","fuck"
"f2f","face to face"
"f2p","free to play"
"f2t","free to talk"
"f4c3","face"
"f4eaa","friends forever and always"
"f4f","female for female"
"f4m","female for male"
"f8","fate"
"f9","fine"
"fa-q","fuck you"
"fab","fabulous"
"faggit","faggot"
"fah","funny as hell"
"faic","for all I care"
"fam","family"
"fankle","area between foot and ankle"
"fao","for attention of"
"fap","masturbate"
"fapping","masturbating"
"faq","frequently asked question"
"farg","fuck"
"fashizzle","for sure"
"fav","favorite"
"fave","favorite"
"fawk","fuck"
"fb","Facebook"
"fbimcl","fall back in my chair laughing"
"fbk","Facebook"
"fbtw","fine be that way"
"fc","fruit cake"
"fcbk","Facebook"
"fcfs","first come first served"
"fck","fuck"
"fckd","fucked"
"fckin","fucking"
"fcking","fucking"
"fckm3hdbayb","fuck me hard baby"
"fcku","fuck you"
"fcol","for crying out loud"
"fcuk","fuck"
"fe","fatal error"
"feck","fuck"
"fer","for"
"ferr","for"
"ff","friendly fire"
"ffa","free for all"
"ffcl","falling from chair laughing"
"ffr","for future reference"
"ffs","for fuck's sake"
"fft","food for thought"
"ffxi","Final Fantasy 11"
"fg","fucking gay"
"fgi","fucking Google it"
"fgs","for God's sake"
"fgssu","for Gods sake shut up"
"fgt","faggot"
"fi","fuck it"
"fi9","fine"
"fibijar","fuck it buddy, I'm just a reserve"
"fifo","first in, first out"
"fify","fixed it for you"
"figjam","fuck I'm good, just ask me"
